group,source_file,line_number,subcommand,options_all,num_options,options_valid,num_valid
llm,llm_dyoshikawa__rulesync__draft-release.yml,84,checkout,"-b",1,"-b",1
llm,llm_EchterAlsFake_Porn_Fetch_install.sh,63,checkout,"-q",1,"-q",1
llm,llm_EchterAlsFake_Porn_Fetch_install.sh,209,fetch,"--tags --force --prune",3,"--force --prune",2
llm,llm_EchterAlsFake_Porn_Fetch_install.sh,222,tag,"-l --sort",2,"-l --sort",2
llm,llm_EchterAlsFake_Porn_Fetch_install.sh,282,checkout,"--detach",1,"",0
llm,llm_elastic__kibana__backlog-groom.lock.yml,417,config,"--global",1,"--global",1
llm,llm_elastic__kibana__backlog-groom.lock.yml,418,config,"--global",1,"--global",1
llm,llm_elastic__kibana__backlog-groom.lock.yml,419,config,"--global",1,"--global",1
llm,llm_elastic__kibana__backlog-groom.lock.yml,880,config,"--global",1,"--global",1
llm,llm_elastic__kibana__backlog-groom.lock.yml,881,config,"--global",1,"--global",1
llm,llm_elastic__kibana__backlog-groom.lock.yml,882,config,"--global",1,"--global",1
llm,llm_elastic__kibana__reviewer-claude.lock.yml,469,config,"--global",1,"--global",1
llm,llm_elastic__kibana__reviewer-claude.lock.yml,470,config,"--global",1,"--global",1
llm,llm_elastic__kibana__reviewer-claude.lock.yml,471,config,"--global",1,"--global",1
llm,llm_elastic__kibana__reviewer-claude.lock.yml,992,config,"--global",1,"--global",1
llm,llm_elastic__kibana__reviewer-claude.lock.yml,993,config,"--global",1,"--global",1
llm,llm_elastic__kibana__reviewer-claude.lock.yml,994,config,"--global",1,"--global",1
llm,llm_elastic__kibana__reviewer-codex.lock.yml,478,config,"--global",1,"--global",1
llm,llm_elastic__kibana__reviewer-codex.lock.yml,479,config,"--global",1,"--global",1
llm,llm_elastic__kibana__reviewer-codex.lock.yml,480,config,"--global",1,"--global",1
llm,llm_elastic__kibana__reviewer-codex.lock.yml,973,config,"--global",1,"--global",1
llm,llm_elastic__kibana__reviewer-codex.lock.yml,974,config,"--global",1,"--global",1
llm,llm_elastic__kibana__reviewer-codex.lock.yml,975,config,"--global",1,"--global",1
llm,llm_elirantutia__vibeyard__release.yml,65,tag,"--list",1,"",0
llm,llm_elirantutia__vibeyard__release.yml,67,show,"--name-only --pretty",2,"--name-only --pretty",2
llm,llm_elirantutia__vibeyard__release.yml,85,show,"--name-only'",1,"",0
llm,llm_elirantutia__vibeyard__release.yml,112,commit,"-m",1,"-m",1
llm,llm_elirantutia__vibeyard__release.yml,115,tag,"-a",1,"-a",1
llm,llm_elizaOS__eliza__docs-ci.yml,57,config,"--global",1,"--global",1
llm,llm_elizaOS__eliza__docs-ci.yml,58,config,"--global",1,"--global",1
llm,llm_elizaOS__eliza__docs-ci.yml,97,status,"--porcelain",1,"--porcelain",1
llm,llm_elizaOS__eliza__docs-ci.yml,107,commit,"-m",1,"-m",1
llm,llm_elizaOS__eliza__docs-ci.yml,128,config,"--global",1,"--global",1
llm,llm_elizaOS__eliza__docs-ci.yml,129,config,"--global",1,"--global",1
llm,llm_elizaOS__eliza__docs-ci.yml,169,status,"--porcelain",1,"--porcelain",1
llm,llm_elizaOS__eliza__docs-ci.yml,179,commit,"-m",1,"-m",1
llm,llm_elizaOS__eliza__docs-ci.yml,201,status,"--porcelain",1,"--porcelain",1
llm,llm_elizaOS__eliza__docs-ci.yml,213,checkout,"-b",1,"-b",1
llm,llm_elizaOS__eliza__docs-ci.yml,215,commit,"-m",1,"-m",1
llm,llm_e-m-b-a_emba_F50_base_aggregator.sh,90,config,"--global --add",2,"--global --add",2
llm,llm_e-m-b-a_emba_F50_base_aggregator.sh,91,branch,"--show-current",1,"--show-current",1
llm,llm_emqx_emqx_generate-changelog.sh,30,config,"--global",1,"--global",1
llm,llm_emqx_emqx_generate-changelog.sh,31,config,"--global",1,"--global",1
llm,llm_emqx_emqx_generate-changelog.sh,34,remote,"-v",1,"-v",1
llm,llm_emqx_emqx_generate-changelog.sh,43,config,"--get-all",1,"--get-all",1
llm,llm_emqx_emqx_generate-changelog.sh,45,config,"--add",1,"--add",1
llm,llm_emqx_emqx_generate-changelog.sh,142,commit,"-m",1,"-m",1
llm,llm_erigontech__erigon__daily-repo-status.lock.yml,102,config,"--global",1,"--global",1
llm,llm_erigontech__erigon__daily-repo-status.lock.yml,103,config,"--global",1,"--global",1
llm,llm_erigontech__erigon__daily-repo-status.lock.yml,368,config,"--global",1,"--global",1
llm,llm_erigontech__erigon__daily-repo-status.lock.yml,369,config,"--global",1,"--global",1
llm,llm_eyaltoledano__claude-task-master__claude-docs-trigger.yml,30,diff,"--name-only",1,"--name-only",1
llm,llm_eyaltoledano__claude-task-master__claude-docs-trigger.yml,33,diff,"--name-only",1,"--name-only",1
llm,llm_eyaltoledano__claude-task-master__claude-docs-trigger.yml,37,log,"--pretty",1,"--pretty",1
llm,llm_eyaltoledano__claude-task-master__forward-port.yml,63,merge,"--no-commit --no-ff",2,"",0
llm,llm_eyaltoledano__claude-task-master__forward-port.yml,69,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_eyaltoledano__claude-task-master__forward-port.yml,75,merge,"--abort",1,"--abort",1
llm,llm_eyaltoledano__claude-task-master__forward-port.yml,104,checkout,"-b",1,"-b",1
llm,llm_FacePrintPay_C25-mono_9583e5_build_chatgpt-auto-talk.sh,46,add,"-A",1,"-A",1
llm,llm_FacePrintPay_C25-mono_9583e5_build_chatgpt-auto-talk.sh,47,commit,"-m",1,"-m",1
llm,llm_FacePrintPay_C25-mono_c593dd_build_chatgpt-widescreen.sh,46,add,"-A",1,"-A",1
llm,llm_FacePrintPay_C25-mono_c593dd_build_chatgpt-widescreen.sh,47,commit,"-m",1,"-m",1
llm,llm_fim-ai__fim-one__i18n-sync.yml,54,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_fim-ai__fim-one__i18n-sync.yml,58,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_fim-ai__fim-one__i18n-sync.yml,126,status,"--porcelain)"",1,"",0
llm,llm_fim-ai__fim-one__i18n-sync.yml,134,add,"-A",1,"-A",1
llm,llm_fim-ai__fim-one__i18n-sync.yml,135,commit,"-m",1,"-m",1
llm,llm_f__prompts.chat__spam-check.lock.yml,296,config,"--global",1,"--global",1
llm,llm_f__prompts.chat__spam-check.lock.yml,297,config,"--global",1,"--global",1
llm,llm_f__prompts.chat__spam-check.lock.yml,762,config,"--global",1,"--global",1
llm,llm_f__prompts.chat__spam-check.lock.yml,763,config,"--global",1,"--global",1
llm,llm_frankbria_ralph-claude-code_setup.sh,125,commit,"-m",1,"-m",1
llm,llm_FreeCAD__FreeCAD-addons__update_constraints.yaml,201,diff,"--staged --quiet",2,"--quiet",1
llm,llm_FreeCAD__FreeCAD-addons__update_constraints.yaml,207,commit,"-m",1,"-m",1
llm,llm_frijal__mentarigroup__baris-langsunghapus.yml,72,diff,"--quiet",1,"--quiet",1
llm,llm_frijal__mentarigroup__baris-langsunghapus.yml,80,commit,"-m",1,"-m",1
llm,llm_frijal__mentarigroup__baris-langsunghapus.yml,86,checkout,"-b",1,"-b",1
llm,llm_frijal__mentarigroup__baris-langsunghapus.yml,88,commit,"-m",1,"-m",1
llm,llm_FutureTranz-Inc_ai-ethics_ci-check-attribution.sh,68,log,"--format",1,"--format",1
llm,llm_FutureTranz-Inc_ai-ethics_ci-check-attribution.sh,109,rebase,"-i",1,"-i",1
llm,llm_FutureTranz-Inc_vscode-sqlite-viewer_ci-check-attribution.sh,63,log,"--format",1,"--format",1
llm,llm_FutureTranz-Inc_vscode-sqlite-viewer_ci-check-attribution.sh,104,rebase,"-i",1,"-i",1
llm,llm_FutureTranz-Inc_vscode-sqlite-viewer_ci-check-attribution.sh,107,push,"--force-with-lease"",1,"",0
llm,llm_GamilaCoding__curtains-website__master.yml,111,config,"--global",1,"--global",1
llm,llm_GamilaCoding__curtains-website__master.yml,112,config,"--global",1,"--global",1
llm,llm_GamilaCoding__curtains-website__master.yml,116,diff,"--staged --quiet",2,"--quiet",1
llm,llm_GamilaCoding__curtains-website__master.yml,119,commit,"-m",1,"-m",1
llm,llm_GenWaveLLC__svgmaker-mcp__publish.yml,179,tag,"-a",1,"-a",1
llm,llm_getagentseal__codeburn__block-claude-coauthor.yml,33,log,"--format",1,"--format",1
llm,llm_getagentseal__codeburn__block-claude-coauthor.yml,37,rebase,"-i",1,"-i",1
llm,llm_getagentseal__codeburn__block-claude-coauthor.yml,40,push,"--force-with-lease"",1,"",0
llm,llm_getlantern__lantern__mirror.yml,15,config,"--global",1,"--global",1
llm,llm_getlantern__lantern__mirror.yml,16,config,"--global",1,"--global",1
llm,llm_getlantern__lantern__mirror.yml,21,checkout,"--no-overlay",1,"",0
llm,llm_getlantern__lantern__mirror.yml,25,diff,"--quiet",1,"--quiet",1
llm,llm_getlantern__lantern__mirror.yml,25,diff,"--staged --quiet",2,"--quiet",1
llm,llm_getlantern__lantern__mirror.yml,25,commit,"-m",1,"-m",1
llm,llm_git-ai-project__git-ai__update-changelog.yml,112,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_git-ai-project__git-ai__update-changelog.yml,118,commit,"-m",1,"-m",1
llm,llm_github__awesome-copilot__skill-quality-report.yml,141,log,"--format --follow",2,"--format --follow",2
llm,llm_github__copilot-sdk__codegen-check.yml,75,status,"--porcelain)"",1,"",0
llm,llm_github__copilot-sdk__codegen-check.yml,77,diff,"--stat",1,"--stat",1
llm,llm_github__copilot-sdk__cross-repo-issue-analysis.lock.yml,320,clone,"--depth",1,"--depth",1
llm,llm_github__copilot-sdk__cross-repo-issue-analysis.lock.yml,327,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__cross-repo-issue-analysis.lock.yml,328,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__cross-repo-issue-analysis.lock.yml,329,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__cross-repo-issue-analysis.lock.yml,678,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__cross-repo-issue-analysis.lock.yml,679,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__cross-repo-issue-analysis.lock.yml,680,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__go-sdk-tests.yml,58,status,"--porcelain)"",1,"",0
llm,llm_github__copilot-sdk__handle-bug.lock.yml,360,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-bug.lock.yml,361,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-bug.lock.yml,362,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-bug.lock.yml,698,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-bug.lock.yml,699,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-bug.lock.yml,700,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-documentation.lock.yml,360,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-documentation.lock.yml,361,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-documentation.lock.yml,362,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-documentation.lock.yml,698,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-documentation.lock.yml,699,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-documentation.lock.yml,700,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-enhancement.lock.yml,360,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-enhancement.lock.yml,361,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-enhancement.lock.yml,362,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-enhancement.lock.yml,698,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-enhancement.lock.yml,699,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-enhancement.lock.yml,700,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-question.lock.yml,360,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-question.lock.yml,361,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-question.lock.yml,362,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-question.lock.yml,698,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-question.lock.yml,699,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__handle-question.lock.yml,700,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__issue-classification.lock.yml,347,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__issue-classification.lock.yml,348,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__issue-classification.lock.yml,349,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__issue-classification.lock.yml,754,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__issue-classification.lock.yml,755,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__issue-classification.lock.yml,756,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__issue-triage.lock.yml,347,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__issue-triage.lock.yml,348,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__issue-triage.lock.yml,349,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__issue-triage.lock.yml,761,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__issue-triage.lock.yml,762,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__issue-triage.lock.yml,763,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__publish.yml,249,fetch,"--tags",1,"",0
llm,llm_github__copilot-sdk__publish.yml,270,fetch,"--tags",1,"",0
llm,llm_github__copilot-sdk__publish.yml,281,tag,"--list",1,"",0
llm,llm_github__copilot-sdk__publish.yml,283,tag,"--list",1,"",0
llm,llm_github__copilot-sdk__release-changelog.lock.yml,332,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__release-changelog.lock.yml,333,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__release-changelog.lock.yml,334,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__release-changelog.lock.yml,696,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__release-changelog.lock.yml,697,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__release-changelog.lock.yml,698,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__release-changelog.lock.yml,1176,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__release-changelog.lock.yml,1177,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__release-changelog.lock.yml,1178,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__sdk-consistency-review.lock.yml,352,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__sdk-consistency-review.lock.yml,353,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__sdk-consistency-review.lock.yml,354,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__sdk-consistency-review.lock.yml,710,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__sdk-consistency-review.lock.yml,711,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__sdk-consistency-review.lock.yml,712,config,"--global",1,"--global",1
llm,llm_github__copilot-sdk__update-copilot-dependency.yml,101,reset,"--hard",1,"--hard",1
llm,llm_github__copilot-sdk__update-copilot-dependency.yml,103,checkout,"-b",1,"-b",1
llm,llm_github__copilot-sdk__update-copilot-dependency.yml,106,add,"-A",1,"-A",1
llm,llm_github__copilot-sdk__update-copilot-dependency.yml,108,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_github__copilot-sdk__update-copilot-dependency.yml,113,commit,"-m",1,"-m",1
llm,llm_github__copilot-sdk__verify-compiled.yml,30,diff,"--stat",1,"--stat",1
llm,llm_github__gh-aw__changeset.lock.yml,470,config,"--global",1,"--global",1
llm,llm_github__gh-aw__changeset.lock.yml,471,config,"--global",1,"--global",1
llm,llm_github__gh-aw__changeset.lock.yml,472,config,"--global",1,"--global",1
llm,llm_github__gh-aw__changeset.lock.yml,929,config,"--global",1,"--global",1
llm,llm_github__gh-aw__changeset.lock.yml,930,config,"--global",1,"--global",1
llm,llm_github__gh-aw__changeset.lock.yml,931,config,"--global",1,"--global",1
llm,llm_github__gh-aw__changeset.lock.yml,1383,config,"--global",1,"--global",1
llm,llm_github__gh-aw__changeset.lock.yml,1384,config,"--global",1,"--global",1
llm,llm_github__gh-aw__changeset.lock.yml,1385,config,"--global",1,"--global",1
llm,llm_github__gh-aw__daily-observability-report.lock.yml,450,config,"--global",1,"--global",1
llm,llm_github__gh-aw__daily-observability-report.lock.yml,451,config,"--global",1,"--global",1
llm,llm_github__gh-aw__daily-observability-report.lock.yml,452,config,"--global",1,"--global",1
llm,llm_github__gh-aw__daily-observability-report.lock.yml,926,config,"--global",1,"--global",1
llm,llm_github__gh-aw__daily-observability-report.lock.yml,927,config,"--global",1,"--global",1
llm,llm_github__gh-aw__daily-observability-report.lock.yml,928,config,"--global",1,"--global",1
llm,llm_GlycemicGPT__website__ci.yml,380,log,"--format",1,"--format",1
llm,llm_GrantSuter__DevinAIRepo__dogfood.yml,52,config,"--global --add",2,"--global --add",2
llm,llm_GrantSuter__DevinAIRepo__dogfood.yml,53,config,"--global",1,"--global",1
llm,llm_GrantSuter__DevinAIRepo__dogfood.yml,54,config,"--global",1,"--global",1
llm,llm_GrantSuter__DevinAIRepo__dogfood.yml,60,checkout,"-b",1,"-b",1
llm,llm_GrantSuter__DevinAIRepo__dogfood.yml,63,add,"--all",1,"",0
llm,llm_GrantSuter__DevinAIRepo__dogfood.yml,66,commit,"-m",1,"-m",1
llm,llm_GrantSuter__DevinAIRepo__dogfood.yml,73,push,"--set-upstream",1,"",0
llm,llm_guilhermehbueno_ollama-git-pitch-gen_main.sh,363,diff,"--cached --unified --no-color",3,"--cached --no-color",2
llm,llm_guilhermehbueno_ollama-git-pitch-gen_main.sh,450,commit,"-m",1,"-m",1
llm,llm_guilhermehbueno_ollama-git-pitch-gen_main.sh,487,diff,"--no-color",1,"--no-color",1
llm,llm_haianh6311__Custom-unleash__ai-flag-cleanup-pr.yml,152,config,"--global --add",2,"--global --add",2
llm,llm_haianh6311__Custom-unleash__ai-flag-cleanup-pr.yml,153,config,"--global",1,"--global",1
llm,llm_haianh6311__Custom-unleash__ai-flag-cleanup-pr.yml,154,config,"--global",1,"--global",1
llm,llm_haianh6311__Custom-unleash__ai-flag-cleanup-pr.yml,273,push,"-u",1,"-u",1
llm,llm_hanesegi__build-applications-w-copilot-agent-mode__0-start-exercise.yml,85,commit,"--message",1,"",0
llm,llm_hanesegi__build-applications-w-copilot-agent-mode__6-copilot-on-github.yml,118,commit,"--message",1,"",0
llm,llm_harbor-framework__harbor__adapter-review.yml,248,checkout,"-b",1,"-b",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,316,status,"--porcelain",1,"--porcelain",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,320,log,"--oneline",1,"--oneline",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,324,branch,"-r",1,"-r",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,328,tag,"--sort",1,"--sort",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,380,tag,"--sort",1,"--sort",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,520,tag,"-l",1,"-l",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,534,tag,"-l",1,"-l",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,929,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,934,commit,"-m",1,"-m",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,963,diff,"--name-only",1,"--name-only",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,972,diff,"--name-only",1,"--name-only",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1008,reset,"--hard",1,"--hard",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1008,push,"--force-with-lease"",1,"",0
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1020,merge,"--no-commit --no-ff",2,"",0
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1029,merge,"--abort",1,"--abort",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1032,reset,"--hard",1,"--hard",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1055,merge,"-m",1,"-m",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1178,tag,"-a",1,"-a",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1405,tag,"-l",1,"-l",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1476,clone,"--depth --branch",2,"--depth",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1584,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1592,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1609,commit,"-m",1,"-m",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1755,log,"--oneline",1,"--oneline",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1759,log,"--oneline",1,"--oneline",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1763,log,"--pretty",1,"--pretty",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1768,log,"--oneline",1,"--oneline",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,1770,log,"--oneline",1,"--oneline",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,2236,tag,"-l",1,"-l",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,2238,tag,"-d",1,"-d",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,2336,tag,"-l",1,"-l",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,2338,tag,"-d",1,"-d",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,2383,log,"--oneline --grep",2,"--oneline --grep",2
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,2386,log,"--format -n",2,"--format",1
llm,llm_harvard-edge__cs249r_book__book-publish-live.yml,2392,reset,"--hard",1,"--hard",1
llm,llm_hellocoop_docker-client_release.sh,57,commit,"-m",1,"-m",1
llm,llm_hicommonwealth_commonwealth_run.sh,102,config,"--get",1,"--get",1
llm,llm_hicommonwealth_commonwealth_run.sh,103,config,"--get",1,"--get",1
llm,llm_hicommonwealth_commonwealth_run.sh,106,config,"--get",1,"--get",1
llm,llm_hicommonwealth_commonwealth_run.sh,144,branch,"--show-current",1,"--show-current",1
llm,llm_hicommonwealth_commonwealth_run.sh,161,checkout,"-b",1,"-b",1
llm,llm_hicommonwealth_commonwealth_run.sh,255,push,"-u",1,"-u",1
llm,llm_hicommonwealth_commonwealth_run.sh,289,log,"--format",1,"--format",1
llm,llm_hicommonwealth_commonwealth_run.sh,290,branch,"--show-current",1,"--show-current",1
llm,llm_hicommonwealth_commonwealth_run.sh,307,push,"-u",1,"-u",1
llm,llm_hovanhoa__cursor-free-vip__build.yml,28,tag,"-d",1,"-d",1
llm,llm_hugogu_oh-my-skills_refresh.sh,153,diff,"--quiet",1,"--quiet",1
llm,llm_hugogu_oh-my-skills_refresh.sh,153,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_hugogu_oh-my-skills_refresh.sh,290,diff,"--quiet",1,"--quiet",1
llm,llm_hugogu_oh-my-skills_refresh.sh,290,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_hugogu_oh-my-skills_refresh.sh,294,status,"--short",1,"",0
llm,llm_hugogu_oh-my-skills_refresh.sh,300,add,"-A",1,"-A",1
llm,llm_hugogu_oh-my-skills_refresh.sh,301,commit,"-m",1,"-m",1
llm,llm_hugogu_oh-my-skills_refresh.sh,311,add,"-A",1,"-A",1
llm,llm_hugogu_oh-my-skills_refresh.sh,312,commit,"-m",1,"-m",1
llm,llm_humanlayer__humanlayer__claude.yml,95,config,"--global",1,"--global",1
llm,llm_humanlayer__humanlayer__claude.yml,96,config,"--global",1,"--global",1
llm,llm_humanlayer__humanlayer__linear-create-plan.yml,56,config,"--global",1,"--global",1
llm,llm_humanlayer__humanlayer__linear-create-plan.yml,57,config,"--global",1,"--global",1
llm,llm_humanlayer__humanlayer__linear-create-plan.yml,147,add,"-A",1,"-A",1
llm,llm_humanlayer__humanlayer__linear-create-plan.yml,147,commit,"-m",1,"-m",1
llm,llm_humanlayer__humanlayer__linear-create-plan.yml,147,pull,"--rebase",1,"",0
llm,llm_humanlayer__humanlayer__linear-implement-plan.yml,80,config,"--global",1,"--global",1
llm,llm_humanlayer__humanlayer__linear-implement-plan.yml,81,config,"--global",1,"--global",1
llm,llm_humanlayer__humanlayer__linear-implement-plan.yml,139,checkout,"-b",1,"-b",1
llm,llm_humanlayer__humanlayer__linear-implement-plan.yml,143,checkout,"-b",1,"-b",1
llm,llm_humanlayer__humanlayer__linear-implement-plan.yml,208,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_humanlayer__humanlayer__linear-implement-plan.yml,228,push,"--set-upstream",1,"",0
llm,llm_humanlayer__humanlayer__linear-research-tickets.yml,127,config,"--global",1,"--global",1
llm,llm_humanlayer__humanlayer__linear-research-tickets.yml,128,config,"--global",1,"--global",1
llm,llm_humanlayer__humanlayer__linear-research-tickets.yml,224,add,"-A",1,"-A",1
llm,llm_humanlayer__humanlayer__linear-research-tickets.yml,227,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_humanlayer__humanlayer__linear-research-tickets.yml,233,commit,"-m",1,"-m",1
llm,llm_humanlayer__humanlayer__linear-research-tickets.yml,236,pull,"--rebase",1,"",0
llm,llm_humanlayer__humanlayer__linear-research-tickets.yml,246,pull,"--rebase",1,"",0
llm,llm_humanlayer__humanlayer__release-macos.yml,166,tag,"-a",1,"-a",1
llm,llm_humanlayer__humanlayer__release-macos.yml,466,diff,"--staged --quiet",2,"--quiet",1
llm,llm_humanlayer__humanlayer__release-macos.yml,466,commit,"-m",1,"-m",1
llm,llm_hyperdxio__hyperdx__deep-review.yml,134,fetch,"--no-tags",1,"",0
llm,llm_hyperdxio__hyperdx__deep-review.yml,135,fetch,"--no-tags",1,"",0
llm,llm_hyperdxio__hyperdx__deep-review.yml,142,fetch,"--no-tags --deepen",2,"--deepen",1
llm,llm_hyperdxio__hyperdx__deep-review.yml,162,diff,"--name-only",1,"--name-only",1
llm,llm_iloveitaly_dotfiles_server.sh,61,clone,"--depth",1,"--depth",1
llm,llm_iloveitaly_dotfiles_server.sh,78,config,"--global --unset",2,"--global --unset",2
llm,llm_iloveitaly_dotfiles_server.sh,79,config,"--global",1,"--global",1
llm,llm_ils15__pantheon__auto-release.yml,99,tag,"-l",1,"-l",1
llm,llm_ils15__pantheon__auto-release.yml,105,checkout,"-b",1,"-b",1
llm,llm_ils15__pantheon__auto-release.yml,106,add,"-A",1,"-A",1
llm,llm_ils15__pantheon__auto-release.yml,107,commit,"-m",1,"-m",1
llm,llm_imbue-ai_mngr_mega_tutorial.sh,447,log,"--oneline",1,"--oneline",1
llm,llm_imbue-ai_mngr_mega_tutorial.sh,845,diff,"--stat"",1,"",0
llm,llm_imbue-ai_mngr_mega_tutorial.sh,874,branch,"--show-current"",1,"",0
llm,llm_imbue-ai_mngr_mega_tutorial.sh,881,status,"--short"",1,"",0
llm,llm_imbue-ai_mngr_mega_tutorial.sh,884,log,"--oneline",1,"--oneline",1
llm,llm_imbue-ai_mngr_mega_tutorial.sh,890,commit,"-m",1,"-m",1
llm,llm_imbue-ai_mngr_mega_tutorial.sh,893,status,"--short"",1,"",0
